item,itemLabel,position,positionLabel,startDate,endDate,source,psid
Q106730305,Johnson Tuke,Q114496207,Minister for Mining,2020-12-20,2022-06-11,https://en.wikipedia.org/wiki/Cabinet_of_Papua_New_Guinea,Q106730305-6F371B39-2250-4C85-A780-C2F0046FA30F
Q107400069,Wesley Raminai,Q114496215,Minister for Science and Technology,2020-12-20,2022-06-11,https://en.wikipedia.org/wiki/Cabinet_of_Papua_New_Guinea,Q107400069-252A0D15-8F9E-43F8-B0A9-CCE439DE9043
Q107400069,Wesley Raminai,Q114496200,Minister for Higher Education,2020-12-20,2022-06-11,https://en.wikipedia.org/wiki/Cabinet_of_Papua_New_Guinea,Q107400069-4D86D59A-E2F4-4DBE-9B25-C32B1E082B1A
Q107400069,Wesley Raminai,Q114496216,Minister for Sports and National Gaming,2020-12-20,2022-06-11,https://en.wikipedia.org/wiki/Cabinet_of_Papua_New_Guinea,Q107400069-5019EB52-BF32-473B-9656-C0DFAA193DBF
Q107400069,Wesley Raminai,Q114496212,Minister for Research,2020-12-20,2022-06-11,https://en.wikipedia.org/wiki/Cabinet_of_Papua_New_Guinea,Q107400069-52D7866E-711B-4A9B-A7D9-6112D770FE97
Q109045965,Tomait Kapili,Q114496205,Minister for Labour and Employment,2020-12-20,2022-06-11,https://en.wikipedia.org/wiki/Cabinet_of_Papua_New_Guinea,Q109045965-85E5BA7B-E943-492D-B4CA-00CD1B7F57AC
Q112729047,Henry Amuli,Q114496190,Minister for Commerce and Industry,2022-04,,,Q112729047-707ed653-441c-0a8c-0a1a-b79e864f3945
Q113172045,Saki Soloma,Q114496195,Minister for Energy,2020-12-20,2022-06-11,https://en.wikipedia.org/wiki/Cabinet_of_Papua_New_Guinea,Q113172045-31051A09-4AD8-462B-A316-D9ECD60B3BB5
Q113838856,Kerenga Kua,Q114496208,Minister for Petroleum,2020-12-20,2022-06-11,https://en.wikipedia.org/wiki/Cabinet_of_Papua_New_Guinea,Q113838856-5DDAD20B-16A2-4690-ADDF-5434F7FB8C1E
Q17318841,John Pundari,Q113575677,Minister for Finance,2020-12-20,,https://en.wikipedia.org/wiki/Cabinet_of_Papua_New_Guinea,Q17318841-3D900A78-983D-4FD9-883A-CA83646EC2F2
Q17318841,John Pundari,Q114496214,Minister for Rural Development,2020-12-20,2022-06-11,https://en.wikipedia.org/wiki/Cabinet_of_Papua_New_Guinea,Q17318841-82B39955-60AA-49EC-A65F-92B26F162B7F
Q28966596,Sam Basil,Q114496190,Minister for Commerce and Industry,2020-12-20,2022-06-11,https://en.wikipedia.org/wiki/Cabinet_of_Papua_New_Guinea,Q28966596-3C5102D3-9D04-49F3-9120-50138D870E78
Q28966596,Sam Basil,Q114496185,Deputy Prime Minister,2020-10-01,2022-05-11,https://en.wikipedia.org/wiki/Cabinet_of_Papua_New_Guinea,Q28966596-78CD0D59-E4FA-496D-8110-B1826BED8344
Q29650223,Timothy Masiu,Q114496191,Minister for Communication and ICT,2020-12-20,2022-06-11,https://en.wikipedia.org/wiki/Cabinet_of_Papua_New_Guinea,Q29650223-DF5BEA0D-A618-43EF-9667-BEB1B2270992
Q35498105,Walter Schnaubelt,Q114496198,Minister for Forestry,2020-12-20,2022-06-11,https://en.wikipedia.org/wiki/Cabinet_of_Papua_New_Guinea,Q35498105-32D3004B-A66D-4C33-ACA0-B60FFE9B3E7F
Q56043281,Bryan Jared Kramer,Q114496204,Minister for Justice,2020-12-21,2022-04-12,,Q56043281-33408465-CA3F-407F-A0FE-90FC3523AEFA
Q5959129,Ian Ling-Stuckey,Q114496220,Minister for Treasury,2019-08-27,,,Q5959129-E19839B5-E202-4289-ADF1-6EE25CA58420
Q6138903,James Marape,Q1074656,Prime Minister,2019-05-30,,https://en.wikipedia.org/wiki/Cabinet_of_Papua_New_Guinea,Q6138903-8e228149-4c42-c08a-d156-2ed02f320415
Q6138903,James Marape,Q114496187,Minister for Bougainville Affairs,2020-12-20,2022-06-11,https://en.wikipedia.org/wiki/Cabinet_of_Papua_New_Guinea,Q6138903-F51EBA6B-C3EA-42EA-AA72-BDFC9FE28BC3
Q64495984,Pila Niningi,Q114496203,Minister for Inter-Government Relations,2019-06-07,,https://en.wikipedia.org/wiki/Cabinet_of_Papua_New_Guinea,Q64495984-03911A42-9415-4022-81A8-479457A60530
Q64747295,Soroi Eoe,Q20716378,Minister for Foreign Affairs and Trade,2020-12-20,2022-08-23,https://en.wikipedia.org/wiki/Cabinet_of_Papua_New_Guinea,Q64747295-16CE0F1C-7668-4518-BD2D-CE656BDBFC77
Q6833018,Michael Nali,Q114496221,Minister for Works and Implementation,2020-12-20,2022-06-11,https://en.wikipedia.org/wiki/Cabinet_of_Papua_New_Guinea,Q6833018-4A9BEFE6-9A52-41E6-8E30-23EE08255664
Q7960737,Wake Goi,Q114496211,Minister for Religion,2020-12-20,2022-06-11,https://en.wikipedia.org/wiki/Cabinet_of_Papua_New_Guinea,Q7960737-11595736-BF5D-4BCF-BF57-7E06E860F545
Q7960737,Wake Goi,Q114496222,Minister for Youth,2020-12-20,2022-06-11,https://en.wikipedia.org/wiki/Cabinet_of_Papua_New_Guinea,Q7960737-2E1F93FD-A501-46AE-894C-6E8A89E43D99
Q7960737,Wake Goi,Q114496192,Minister for Community Development,2020-12-20,2022-06-11,https://en.wikipedia.org/wiki/Cabinet_of_Papua_New_Guinea,Q7960737-84FCE2E6-72DF-472B-A3F9-3C3C067AFC63
Q80070005,John Rosso,Q114496206,Minister for Lands and Physical Planning,2020-12-20,2022-06-11,https://en.wikipedia.org/wiki/Cabinet_of_Papua_New_Guinea,Q80070005-7E009C76-B8E4-435D-ABDB-C4E98CC7ED97
Q85991458,Justin Tkatchenko,Q114496201,Minister for Housing and Urban Development,2019-06-07,2022-06-11,https://en.wikipedia.org/wiki/Cabinet_of_Papua_New_Guinea,Q85991458-3e991a21-4173-6c81-439c-7ca7339cdca2
Q86450088,Sekie Agisa,Q114496189,Minister for Civil Aviation,2020-12-20,2022-06-11,https://en.wikipedia.org/wiki/Cabinet_of_Papua_New_Guinea,Q86450088-367F6B90-0163-4348-8738-229BD4725C7A
Q89782078,Lino Tom,Q114496197,Minister for Fisheries and Marine Resources,2020-12-20,2022-06-11,https://en.wikipedia.org/wiki/Cabinet_of_Papua_New_Guinea,Q89782078-70114DF7-3620-4019-B2EE-6EABA37DBA3C
Q89911048,John Simon,Q114496186,Minister for Agriculture and Livestock,2020-12-20,2022-06-11,https://en.wikipedia.org/wiki/Cabinet_of_Papua_New_Guinea,Q89911048-46D129AD-7534-4F6D-B329-C3E750BCD5DE
Q89921206,Isi Henry Leonard,Q114496218,"Minister for Tourism, Arts and Culture",2020-12-20,2022-06-11,https://en.wikipedia.org/wiki/Cabinet_of_Papua_New_Guinea,Q89921206-DFD7FD27-A5C5-4EA1-9155-DD52F8E8873A
Q89992188,Jelta Wong,Q114496199,Minister for Health and HIV/AIDS,2020-12-20,,,Q89992188-24633F4B-B65D-462A-A121-3016F29D22D5
Q89995729,Jimmy Uguro,Q113575679,Minister for Education,2020-12-20,2022-06-11,https://en.wikipedia.org/wiki/Cabinet_of_Papua_New_Guinea,Q89995729-E76903BF-CC6C-4862-85BF-41DF197A9F6F
Q90144728,Joe Sungi,Q114496210,Minister for Public Service,2020-12-20,2022-06-11,https://en.wikipedia.org/wiki/Cabinet_of_Papua_New_Guinea,Q90144728-BFD07087-ADD5-4358-AF58-EC1D8FF7C974
Q90717210,William Onglo,Q114496209,Minister for Police,2020-12-20,2022-06-11,https://en.wikipedia.org/wiki/Cabinet_of_Papua_New_Guinea,Q90717210-64D79290-9430-4AAC-B4CB-06D8AB49E8BE
Q93348468,William Duma,Q114496217,Minister for State Enterprises,2020-12-20,2022-06-11,https://en.wikipedia.org/wiki/Cabinet_of_Papua_New_Guinea,Q93348468-D8F949BA-FBD4-4F12-8FBA-5D2F9539D487
Q96056567,William Samb,Q114496190,Minister for Commerce and Industry,2022-01-10,2022-03-03,,Q96056567-34DDACDA-4CF4-4FBF-9DD9-BAD52CBFBAF3
Q96056567,William Samb,Q114496219,Minister for Transport and Infrastructure,2019-06-07,2022-01-10,,Q96056567-EA3E2CAC-3111-40B3-B610-9EA7899F8D19
Q96057708,Wera Mori,Q114496196,"Minister for Environment, Conservation and Climate Change",2020-12-20,2022-06-11,https://en.wikipedia.org/wiki/Cabinet_of_Papua_New_Guinea,Q96057708-788CCE2C-9A64-4461-B65F-601BC066FB5C
Q96059149,Solan Mirisim,Q114496194,Minister for Defence,2020-12-20,2022-07,,Q96059149-53fe3c8d-411e-2d22-dd2f-9b9d6d888844
Q96654358,Westly Nukundj,Q114496202,Minister for Immigration and Border Security,2020-12-20,2022-06-11,https://en.wikipedia.org/wiki/Cabinet_of_Papua_New_Guinea,Q96654358-3711F8EA-DB91-4BB8-A109-71322B251E06
Q96655331,Win Daki,Q114496193,Minister for Correctional Services,2020-12-20,2022-06-11,https://en.wikipedia.org/wiki/Cabinet_of_Papua_New_Guinea,Q96655331-26EAF43C-829D-486E-BB40-6DE07635780A
Q96655331,Win Bakri Daki,Q114496194,Minister for Defence,2022-01-11,,,Q96655331-bc9f277e-4996-7a49-b073-abb71ad85fc5
